IsWinner,ProductId,TimeOfOfferChange,IsFeaturedMerchant,IsFulfilledByAmazon,ListingPrice,SellerFeedbackRating,SellerFeedbackCount,SellerId,ShippingPrice,ShippingTime_minHours,ShippingTime_maxHours
No,1.53159e+18,2016-02-04T04:33:24.872Z,No,No,64.99,93,3182,7.60095e+18,20.0,24,48
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,74.99,95,388,3.7281e+17,10.0,24,48
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,87.92,96,35270,6.79157e+18,0.0,96,120
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,74.69,95,4385,-2.57228e+18,14.96,24,48
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,79.02,95,4078,-1.78949e+18,10.96,48,72
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,74.15,100,384,4.98728e+18,16.99,24,48
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,92.26,100,4601,5.65722e+18,0.0,24,48
No,1.53159e+18,2016-02-04T04:33:24.872Z,No,No,72.6,98,3293,4.14351e+18,25.93,24,48
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,79.86,97,1211,1.98619e+18,18.94,144,240
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,99.92,91,10606,-1.17741e+18,5.0,24,48
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,78.43,93,2521,-5.016e+18,41.88,24,48
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,104.42,97,4513,6.22743e+17,26.57,144,240
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,136.72,91,10606,-1.17741e+18,5.0,24,48
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,142.07,91,10606,-1.17741e+18,5.0,24,48
No,1.53159e+18,2016-02-04T04:33:24.872Z,No,No,110.42,87,2450,-1.92952e+18,38.92,144,240
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,151.22,96,1790,1.7888e+18,9.98,96,120
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,154.49,96,1790,1.7888e+18,9.98,96,120
No,1.53159e+18,2016-02-04T04:33:24.872Z,Yes,No,180.3,98,1446,1.16312e+18,0.0,24,48
Yes,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,Yes,56.55,0,0,1.20714e+18,0.0,0,0
No,6.0021e+18,2016-02-04T04:33:15.938Z,No,No,49.99,84,161,-3.12915e+18,8.99,24,48
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,60.69,95,4078,-1.78949e+18,0.0,48,72
No,6.0021e+18,2016-02-04T04:33:15.938Z,No,No,49.8,98,3293,4.14351e+18,10.99,48,72
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,63.28,91,3459,7.2357e+18,0.0,24,48
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,64.34,96,35270,6.79157e+18,0.0,96,120
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,59.92,91,10606,-1.17741e+18,5.0,24,48
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,58.01,96,7090,-3.73508e+17,9.95,24,48
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,54.43,100,384,4.98728e+18,13.64,24,48
No,6.0021e+18,2016-02-04T04:33:15.938Z,No,No,72.94,71,7,-5.20359e+18,0.0,48,72
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,69.34,91,10606,-1.17741e+18,5.0,24,48
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,70.71,91,10606,-1.17741e+18,5.0,24,48
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,65.96,96,1790,1.7888e+18,9.98,96,120
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,87.93,96,41420,9.01243e+18,7.0,24,48
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,83.09,88,8452,-6.63969e+18,18.57,24,48
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,83.96,100,7,-2.3562e+17,25.33,144,240
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,119.38,98,1446,1.16312e+18,0.0,24,48
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,119.99,95,4385,-2.57228e+18,11.63,24,48
No,6.0021e+18,2016-02-04T04:33:15.938Z,Yes,No,91.25,96,184,-5.51431e+18,44.65,96,120
Yes,-6.49623e+18,2016-02-04T04:33:14.952Z,Yes,No,33.17,94,337,8.58667e+18,0.0,96,120
No,-6.49623e+18,2016-02-04T04:33:14.952Z,No,No,32.49,67,9,1.92905e+18,6.98,24,48
No,-6.49623e+18,2016-02-04T04:33:14.952Z,Yes,No,42.37,96,35270,6.79157e+18,0.0,96,120
No,-6.49623e+18,2016-02-04T04:33:14.952Z,No,No,30.23,97,217,-7.97012e+18,12.95,24,48
No,-6.49623e+18,2016-02-04T04:33:14.952Z,No,No,34.99,84,161,-3.12915e+18,8.99,24,48
No,-6.49623e+18,2016-02-04T04:33:14.952Z,Yes,No,43.99,95,4078,-1.78949e+18,0.0,48,72
No,-6.49623e+18,2016-02-04T04:33:14.952Z,Yes,No,45.01,100,4601,5.65722e+18,0.0,24,48
No,-6.49623e+18,2016-02-04T04:33:14.952Z,Yes,No,33.98,95,4385,-2.57228e+18,12.93,24,48
No,-6.49623e+18,2016-02-04T04:33:14.952Z,No,No,42.07,0,0,2.55927e+18,5.54,24,48
No,-6.49623e+18,2016-02-04T04:33:14.952Z,No,No,42.27,0,0,-7.99784e+18,5.54,24,48
No,-6.49623e+18,2016-02-04T04:33:14.952Z,No,No,34.62,95,338,2.76016e+18,14.99,24,48
No,-6.49623e+18,2016-02-04T04:33:14.952Z,Yes,No,45.26,91,10606,-1.17741e+18,5.0,24,48
No,-6.49623e+18,2016-02-04T04:33:14.952Z,No,No,36.05,100,384,4.98728e+18,14.95,24,48
No,-6.49623e+18,2016-02-04T04:33:14.952Z,Yes,No,43.61,96,7090,-3.73508e+17,7.45,24,48
No,-6.49623e+18,2016-02-04T04:33:14.952Z,No,No,40.21,98,105,-4.76323e+18,14.99,24,48
No,-6.49623e+18,2016-02-04T04:33:14.952Z,Yes,No,49.71,96,41420,9.01243e+18,12.0,24,48
No,-6.49623e+18,2016-02-04T04:33:14.952Z,No,No,63.34,71,7,-5.20359e+18,0.0,48,72
No,-6.49623e+18,2016-02-04T04:33:14.952Z,No,No,57.22,92,1500,5.47794e+18,8.67,72,96
No,-6.49623e+18,2016-02-04T04:33:14.952Z,No,No,63.36,93,629,8.71583e+18,5.84,72,96
No,-6.49623e+18,2016-02-04T04:33:14.952Z,Yes,No,59.26,96,1790,1.7888e+18,9.98,96,120
Yes,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,120.45,90,10,4.20784e+16,0.0,24,48
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,150.28,95,10182,7.10226e+18,5.61,96,120
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,161.28,100,384,4.98728e+18,14.24,24,48
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,165.05,95,4385,-2.57228e+18,12.23,24,48
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,169.02,95,2283,8.11868e+18,8.93,144,240
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,173.07,95,4078,-1.78949e+18,8.92,48,72
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,182.0,100,2,1.51204e+18,0.0,96,120
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,178.33,0,0,-4.41534e+16,4.94,96,120
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,180.72,96,1790,1.7888e+18,9.98,96,120
No,-2.19311e+18,2016-02-04T04:33:12.191Z,No,No,197.45,97,74,-6.96712e+18,0.0,96,120
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,206.82,91,3459,7.2357e+18,0.0,24,48
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,192.05,98,105,-4.76323e+18,14.99,24,48
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,192.45,95,338,2.76016e+18,14.99,24,48
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,202.82,96,41420,9.01243e+18,8.0,24,48
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,210.82,99,79,-1.86921e+18,0.0,24,48
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,210.82,95,5535,-8.85218e+18,0.0,24,48
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,193.11,88,8452,-6.63969e+18,28.45,96,120
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,239.11,95,4078,-1.78949e+18,8.92,96,120
No,-2.19311e+18,2016-02-04T04:33:12.191Z,Yes,No,268.0,100,7,8.14328e+18,0.0,96,120
Yes,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,Yes,66.98,0,0,1.20714e+18,0.0,0,0
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,78.81,95,10182,7.10226e+18,5.12,96,120
No,6.12765e+18,2016-02-04T04:33:01.404Z,No,No,76.99,84,161,-3.12915e+18,8.99,24,48
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,88.31,100,4601,5.65722e+18,0.0,24,48
No,6.12765e+18,2016-02-04T04:33:01.404Z,No,No,78.45,98,3293,4.14351e+18,10.99,48,72
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,90.38,96,35270,6.79157e+18,0.0,96,120
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,78.09,100,384,4.98728e+18,13.27,24,48
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,87.59,98,478,5.45208e+18,6.99,24,48
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,95.19,91,3459,7.2357e+18,0.0,24,48
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,86.72,96,7090,-3.73508e+17,9.95,24,48
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,87.82,96,1790,1.7888e+18,9.98,96,120
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,94.77,91,10606,-1.17741e+18,5.0,24,48
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,100.99,95,4078,-1.78949e+18,0.0,48,72
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,80.13,93,2521,-5.016e+18,21.45,24,48
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,98.08,91,10606,-1.17741e+18,5.0,24,48
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,88.99,95,338,2.76016e+18,14.99,24,48
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,94.63,98,105,-4.76323e+18,14.99,24,48
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,106.08,91,10606,-1.17741e+18,5.0,24,48
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,108.17,91,10606,-1.17741e+18,5.0,24,48
No,6.12765e+18,2016-02-04T04:33:01.404Z,Yes,No,106.77,91,11930,-1.88814e+18,7.5,72,96
No,-2.21829e+18,2016-02-04T04:33:24.218Z,Yes,No,27.65,98,478,5.45208e+18,6.99,24,48
Yes,-2.21829e+18,2016-02-04T04:33:24.218Z,Yes,No,35.14,96,35270,6.79157e+18,0.0,96,120
No,-2.21829e+18,2016-02-04T04:33:24.218Z,Yes,No,29.59,95,10182,7.10226e+18,6.55,96,120
No,-2.21829e+18,2016-02-04T04:33:24.218Z,Yes,No,24.98,94,100,2.59352e+18,13.24,48,72
No,-2.21829e+18,2016-02-04T04:33:24.218Z,Yes,No,25.49,97,217,-7.97012e+18,12.95,24,48
No,-2.21829e+18,2016-02-04T04:33:24.218Z,No,No,32.0,100,1,-1.79798e+18,10.0,24,48
No,-2.21829e+18,2016-02-04T04:33:24.218Z,Yes,No,40.47,91,10606,-1.17741e+18,5.0,24,48
No,-2.21829e+18,2016-02-04T04:33:24.218Z,Yes,No,30.98,95,338,2.76016e+18,14.99,24,48
No,-2.21829e+18,2016-02-04T04:33:24.218Z,No,No,25.91,98,3293,4.14351e+18,22.18,24,48
No,-2.21829e+18,2016-02-04T04:33:24.218Z,Yes,No,35.99,98,105,-4.76323e+18,14.99,24,48
No,-2.21829e+18,2016-02-04T04:33:24.218Z,Yes,No,40.81,95,4385,-2.57228e+18,14.13,24,48
No,-2.21829e+18,2016-02-04T04:33:24.218Z,Yes,No,38.18,96,41420,9.01243e+18,17.1,96,120
No,-2.21829e+18,2016-02-04T04:33:24.218Z,No,No,59.55,71,7,-5.20359e+18,0.0,48,72
No,-2.21829e+18,2016-02-04T04:33:24.218Z,Yes,No,53.21,96,1790,1.7888e+18,9.98,96,120
No,-2.21829e+18,2016-02-04T04:33:24.218Z,Yes,No,65.95,91,3459,7.2357e+18,0.0,24,48
No,-2.21829e+18,2016-02-04T04:33:24.218Z,Yes,No,56.21,96,7090,-3.73508e+17,9.95,24,48
No,-2.21829e+18,2016-02-04T04:33:24.218Z,Yes,No,34.77,88,8452,-6.63969e+18,60.02,96,120
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,482.72,95,4078,-1.78949e+18,0.0,48,72
No,-8.29627e+18,2016-02-04T04:33:24.681Z,No,No,482.82,98,63,-2.85074e+18,0.0,24,48
Yes,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,465.0,99,163,-9.03927e+18,25.0,24,48
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,Yes,493.58,0,0,1.20714e+18,0.0,672,1008
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,529.49,100,4601,5.65722e+18,0.0,24,48
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,474.98,100,384,4.98728e+18,58.99,24,48
No,-8.29627e+18,2016-02-04T04:33:24.681Z,No,No,534.77,71,7,-5.20359e+18,0.0,48,72
No,-8.29627e+18,2016-02-04T04:33:24.681Z,No,No,552.99,84,161,-3.12915e+18,0.0,24,48
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,525.99,95,4385,-2.57228e+18,56.75,24,48
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,584.03,98,105,-4.76323e+18,14.99,24,48
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,594.44,99,109,-3.52761e+18,4.99,24,48
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,585.25,95,338,2.76016e+18,14.99,24,48
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,606.29,96,35270,6.79157e+18,0.0,96,120
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,608.78,96,7090,-3.73508e+17,17.95,24,48
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,767.75,91,3459,7.2357e+18,0.0,24,48
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,799.25,91,3459,7.2357e+18,0.0,24,48
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,847.54,96,1790,1.7888e+18,9.98,96,120
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,855.81,96,1790,1.7888e+18,9.98,96,120
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,943.74,95,21,-7.56002e+18,46.56,24,48
No,-8.29627e+18,2016-02-04T04:33:24.681Z,Yes,No,991.21,98,1446,1.16312e+18,0.0,24,48
No,-1.64523e+17,2016-02-04T04:33:16.654Z,No,No,625.95,100,4,-6.69156e+18,6.98,24,48
No,-1.64523e+17,2016-02-04T04:33:16.654Z,No,No,683.07,98,63,-2.85074e+18,0.0,24,48
No,-1.64523e+17,2016-02-04T04:33:16.654Z,Yes,No,703.19,95,10182,7.10226e+18,5.19,96,120
Yes,-1.64523e+17,2016-02-04T04:33:16.654Z,Yes,No,707.82,96,1790,1.7888e+18,9.98,96,120
No,-1.64523e+17,2016-02-04T04:33:16.654Z,Yes,No,714.6,96,1790,1.7888e+18,9.98,96,120
No,-1.64523e+17,2016-02-04T04:33:16.654Z,Yes,No,775.31,93,2521,-5.016e+18,22.19,24,48
No,-1.64523e+17,2016-02-04T04:33:16.654Z,Yes,No,798.56,95,4385,-2.57228e+18,11.4,24,48
No,-1.64523e+17,2016-02-04T04:33:16.654Z,Yes,No,834.38,96,35270,6.79157e+18,0.0,96,120
No,-1.64523e+17,2016-02-04T04:33:16.654Z,Yes,No,841.2,98,1446,1.16312e+18,0.0,24,48
No,-1.64523e+17,2016-02-04T04:33:16.654Z,Yes,No,839.82,91,10606,-1.17741e+18,5.0,24,48
No,-1.64523e+17,2016-02-04T04:33:16.654Z,Yes,No,859.79,97,4513,6.22743e+17,95.64,264,360
Yes,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,34.99,98,358,-8.60728e+17,6.77,48,72
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,40.18,98,478,5.45208e+18,6.99,48,72
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,45.79,95,10182,7.10226e+18,5.29,96,120
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,43.42,95,2283,8.11868e+18,8.45,144,240
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,52.73,96,35270,6.79157e+18,0.0,96,120
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,54.98,94,178,-8.07012e+18,0.0,24,48
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,46.4,100,2,-9.09739e+18,9.1,24,48
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,55.73,100,4601,5.65722e+18,0.0,24,48
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,45.04,95,4385,-2.57228e+18,11.59,24,48
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,52.58,100,47,-5.86322e+18,4.85,24,48
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,58.93,91,3459,7.2357e+18,0.0,24,48
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,49.42,96,1790,1.7888e+18,9.98,96,120
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,46.64,100,384,4.98728e+18,13.6,24,48
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,50.59,96,1790,1.7888e+18,9.98,96,120
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,52.97,95,4078,-1.78949e+18,8.44,48,72
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,33.2,90,26,-7.5334e+18,28.5,24,48
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,63.22,91,3459,7.2357e+18,0.0,24,48
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,54.9,96,7090,-3.73508e+17,9.95,24,48
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,60.06,91,10606,-1.17741e+18,5.0,24,48
No,-4.45855e+18,2016-02-04T04:32:53.883Z,Yes,No,61.16,91,10606,-1.17741e+18,5.0,24,48
Yes,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,Yes,56.55,0,0,1.20714e+18,0.0,0,0
No,6.0021e+18,2016-02-04T04:33:46.862Z,No,No,49.99,84,161,-3.12915e+18,8.99,24,48
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,60.69,95,4078,-1.78949e+18,0.0,48,72
No,6.0021e+18,2016-02-04T04:33:46.862Z,No,No,49.8,98,3293,4.14351e+18,10.99,48,72
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,49.76,95,4385,-2.57228e+18,11.63,24,48
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,63.28,91,3459,7.2357e+18,0.0,24,48
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,64.34,96,35270,6.79157e+18,0.0,96,120
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,59.92,91,10606,-1.17741e+18,5.0,24,48
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,58.01,96,7090,-3.73508e+17,9.95,24,48
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,54.43,100,384,4.98728e+18,13.64,24,48
No,6.0021e+18,2016-02-04T04:33:46.862Z,No,No,72.94,71,7,-5.20359e+18,0.0,48,72
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,69.34,91,10606,-1.17741e+18,5.0,24,48
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,70.71,91,10606,-1.17741e+18,5.0,24,48
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,65.96,96,1790,1.7888e+18,9.98,96,120
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,87.93,96,41420,9.01243e+18,7.0,24,48
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,83.09,88,8452,-6.63969e+18,18.57,24,48
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,83.96,100,7,-2.3562e+17,25.33,144,240
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,119.38,98,1446,1.16312e+18,0.0,24,48
No,6.0021e+18,2016-02-04T04:33:46.862Z,Yes,No,91.25,96,184,-5.51431e+18,44.65,96,120
Yes,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,35.83,95,10182,7.10226e+18,0.0,96,120
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,29.27,97,99,2.09435e+18,7.54,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,No,No,30.26,98,3293,4.14351e+18,7.99,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,34.33,91,10606,-1.17741e+18,5.0,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,39.47,94,178,-8.07012e+18,0.0,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,29.99,95,388,3.7281e+17,10.0,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,37.12,91,10606,-1.17741e+18,5.0,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,42.97,95,4078,-1.78949e+18,0.0,48,72
No,-5.66314e+18,2016-02-04T04:32:54.687Z,No,No,33.99,84,161,-3.12915e+18,8.99,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,32.88,95,4385,-2.57228e+18,11.01,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,39.01,91,10606,-1.17741e+18,5.0,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,44.54,100,4601,5.65722e+18,0.0,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,35.69,96,1790,1.7888e+18,9.98,96,120
No,-5.66314e+18,2016-02-04T04:32:54.687Z,No,No,36.75,94,105,-8.70403e+18,8.99,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,36.85,96,1790,1.7888e+18,9.98,96,120
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,34.92,100,384,4.98728e+18,13.02,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,33.99,95,338,2.76016e+18,14.99,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,42.8,96,41420,9.01243e+18,7.0,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,42.81,96,7090,-3.73508e+17,7.45,24,48
No,-5.66314e+18,2016-02-04T04:32:54.687Z,Yes,No,46.97,100,47,-5.86322e+18,3.98,24,48
Yes,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,444.53,100,384,4.98728e+18,20.26,24,48
No,2.47757e+16,2016-02-04T04:33:00.393Z,No,No,467.99,84,161,-3.12915e+18,0.0,24,48
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,468.44,94,337,8.58667e+18,0.0,96,120
No,2.47757e+16,2016-02-04T04:33:00.393Z,No,No,471.22,98,63,-2.85074e+18,0.0,24,48
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,Yes,474.07,0,0,1.20714e+18,0.0,672,1008
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,481.97,96,35270,6.79157e+18,0.0,96,120
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,495.06,100,4601,5.65722e+18,0.0,24,48
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,478.53,95,4385,-2.57228e+18,18.21,24,48
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,516.37,95,4078,-1.78949e+18,0.0,48,72
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,528.0,91,10606,-1.17741e+18,5.0,24,48
No,2.47757e+16,2016-02-04T04:33:00.393Z,No,No,540.39,71,7,-5.20359e+18,0.0,48,72
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,535.91,91,10606,-1.17741e+18,5.0,24,48
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,541.33,98,105,-4.76323e+18,14.99,24,48
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,552.2,91,10606,-1.17741e+18,5.0,24,48
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,542.47,95,338,2.76016e+18,14.99,24,48
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,556.29,96,7090,-3.73508e+17,17.95,24,48
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,586.74,96,1790,1.7888e+18,9.98,96,120
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,629.65,91,3459,7.2357e+18,0.0,24,48
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,641.85,96,41420,9.01243e+18,14.4,24,48
No,2.47757e+16,2016-02-04T04:33:00.393Z,Yes,No,641.85,96,41420,9.01243e+18,30.4,24,48
Yes,7.45371e+18,2016-02-04T04:33:20.632Z,Yes,No,346.17,96,1790,1.7888e+18,9.98,96,120
No,7.45371e+18,2016-02-04T04:33:20.632Z,Yes,Yes,363.25,0,0,1.20714e+18,0.0,672,1008
No,7.45371e+18,2016-02-04T04:33:20.632Z,No,No,335.45,87,2450,-1.92952e+18,36.56,144,240
No,7.45371e+18,2016-02-04T04:33:20.632Z,Yes,No,332.66,93,2521,-5.016e+18,39.89,24,48
No,7.45371e+18,2016-02-04T04:33:20.632Z,Yes,No,375.67,96,35270,6.79157e+18,0.0,96,120
No,7.45371e+18,2016-02-04T04:33:20.632Z,No,No,376.68,0,0,3.01634e+18,5.54,504,720
No,7.45371e+18,2016-02-04T04:33:20.632Z,Yes,No,386.49,91,3459,7.2357e+18,0.0,24,48
No,7.45371e+18,2016-02-04T04:33:20.632Z,Yes,No,385.94,95,4385,-2.57228e+18,14.6,24,48
No,7.45371e+18,2016-02-04T04:33:20.632Z,Yes,No,335.63,88,8452,-6.63969e+18,67.81,96,120
No,7.45371e+18,2016-02-04T04:33:20.632Z,Yes,No,392.25,96,41420,9.01243e+18,12.0,24,48
No,7.45371e+18,2016-02-04T04:33:20.632Z,Yes,No,397.95,96,1790,1.7888e+18,9.98,96,120
No,7.45371e+18,2016-02-04T04:33:20.632Z,Yes,No,405.9,91,10606,-1.17741e+18,5.0,24,48
No,7.45371e+18,2016-02-04T04:33:20.632Z,Yes,No,378.13,97,4513,6.22743e+17,51.76,144,240
No,7.45371e+18,2016-02-04T04:33:20.632Z,Yes,No,427.49,91,10606,-1.17741e+18,5.0,24,48
