IsWinner,ProductId,TimeOfOfferChange,IsFeaturedMerchant,IsFulfilledByAmazon,ListingPrice,SellerFeedbackRating,SellerFeedbackCount,SellerId,ShippingPrice,ShippingTime_minHours,ShippingTime_maxHours
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,Yes,94.0,0,0,1.20714e+18,0.0,672,1008
Yes,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,107.35,95,4078,-1.78949e+18,0.0,48,72
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,100.46,98,478,5.45208e+18,6.99,24,48
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,99.24,95,4384,-2.57228e+18,11.67,24,48
No,-4.88526e+18,2016-02-04T04:26:52.136Z,No,No,109.48,94,105,-8.70403e+18,8.99,24,48
No,-4.88526e+18,2016-02-04T04:26:52.136Z,No,No,116.7,67,9,1.92905e+18,6.98,24,48
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,124.69,100,4601,5.65722e+18,0.0,24,48
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,120.08,96,1790,1.7888e+18,9.98,96,120
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,125.73,91,10606,-1.17741e+18,5.0,24,48
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,121.27,96,1790,1.7888e+18,9.98,96,120
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,133.12,96,35264,6.79157e+18,0.0,96,120
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,123.77,96,7090,-3.73508e+17,12.95,24,48
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,139.58,94,178,-8.07012e+18,0.0,24,48
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,136.71,100,3,7.50764e+17,5.54,24,48
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,131.25,94,337,2.76016e+18,14.99,24,48
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,140.26,96,41419,9.01243e+18,7.0,24,48
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,145.93,100,35,5.55422e+18,1.34,96,120
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,150.27,100,20,9.00833e+18,0.0,72,96
No,-4.88526e+18,2016-02-04T04:26:52.136Z,Yes,No,150.79,100,26,5.81197e+18,0.0,72,96
No,-6.21988e+18,2016-02-04T04:27:21.627Z,No,No,78.64,98,3293,4.14351e+18,10.99,24,48
Yes,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,89.64,96,35264,6.79157e+18,0.0,96,120
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,Yes,90.86,0,0,1.20714e+18,0.0,672,1008
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,81.49,96,1790,1.7888e+18,9.98,96,120
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,82.56,96,1790,1.7888e+18,9.98,96,120
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,74.07,93,2521,-5.016e+18,21.69,24,48
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,85.75,95,4384,-2.57228e+18,11.31,24,48
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,94.14,91,10606,-1.17741e+18,5.0,24,48
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,97.45,91,10606,-1.17741e+18,5.0,24,48
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,102.71,88,8452,-6.63969e+18,13.19,96,120
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,109.13,96,41419,9.01243e+18,7.0,24,48
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,116.13,95,5535,-8.85218e+18,0.0,24,48
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,99.16,97,4513,6.22743e+17,23.38,144,240
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,138.9,98,1446,1.16312e+18,0.0,24,48
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,142.36,96,1326,8.64876e+18,0.0,24,48
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,170.76,82,28,3.36938e+18,50.46,24,48
No,-6.21988e+18,2016-02-04T04:27:21.627Z,Yes,No,363.01,99,79,-1.86921e+18,0.0,24,48
Yes,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,67.0,91,3459,7.2357e+18,0.0,24,48
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,57.07,96,1790,1.7888e+18,9.98,96,120
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,67.72,96,35264,6.79157e+18,0.0,96,120
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,52.22,93,2521,-5.016e+18,21.94,24,48
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,70.67,91,10606,-1.17741e+18,5.0,24,48
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,71.78,91,10606,-1.17741e+18,5.0,24,48
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,86.04,96,41419,9.01243e+18,5.0,96,120
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,92.37,99,79,-1.86921e+18,0.0,24,48
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,92.37,95,5535,-8.85218e+18,0.0,24,48
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,86.04,96,41419,9.01243e+18,7.0,96,120
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,81.26,88,8452,-6.63969e+18,13.94,96,120
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,107.35,96,1326,8.64876e+18,0.0,24,48
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,84.34,97,4513,6.22743e+17,24.85,144,240
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,120.62,98,1446,1.16312e+18,0.0,24,48
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,103.44,100,7,-2.3562e+17,22.52,144,240
No,-2.4064e+18,2016-02-04T04:29:07.495Z,Yes,No,190.47,0,0,2.98562e+18,60.86,72,96
Yes,2.80282e+18,2016-02-04T04:30:02.577Z,Yes,No,103.4,95,10182,7.10226e+18,10.0,96,120
No,2.80282e+18,2016-02-04T04:30:02.577Z,Yes,No,103.18,95,4384,-2.57228e+18,21.05,24,48
No,2.80282e+18,2016-02-04T04:30:02.577Z,No,No,125.09,71,7,-5.20359e+18,0.0,48,72
No,2.80282e+18,2016-02-04T04:30:02.577Z,Yes,No,110.48,95,4078,-1.78949e+18,15.53,48,72
No,2.80282e+18,2016-02-04T04:30:02.577Z,Yes,No,131.34,96,35264,6.79157e+18,0.0,96,120
No,2.80282e+18,2016-02-04T04:30:02.577Z,Yes,No,115.08,97,4513,6.22743e+17,27.37,144,240
No,2.80282e+18,2016-02-04T04:30:02.577Z,Yes,No,157.15,96,7090,-3.73508e+17,17.95,24,48
No,2.80282e+18,2016-02-04T04:30:02.577Z,Yes,No,170.4,90,26,-7.5334e+18,52.29,24,48
No,2.80282e+18,2016-02-04T04:30:02.577Z,Yes,No,221.08,96,1790,1.7888e+18,9.98,96,120
No,2.80282e+18,2016-02-04T04:30:02.577Z,Yes,No,221.61,96,1790,1.7888e+18,9.98,96,120
No,2.80282e+18,2016-02-04T04:30:02.577Z,Yes,No,233.12,98,1446,1.16312e+18,0.0,24,48
No,2.80282e+18,2016-02-04T04:30:02.577Z,Yes,No,259.0,91,3459,7.2357e+18,0.0,24,48
No,2.80282e+18,2016-02-04T04:30:02.577Z,Yes,No,233.29,82,28,3.36938e+18,65.11,24,48
No,2.80282e+18,2016-02-04T04:30:02.577Z,Yes,No,337.75,96,1289,4.03963e+17,9.54,24,48
No,2.80282e+18,2016-02-04T04:30:02.577Z,Yes,No,344.0,100,2,-6.25927e+18,45.0,264,360
No,-9.13164e+18,2016-02-04T04:29:11.671Z,Yes,No,101.7,96,35264,6.79157e+18,0.0,96,120
No,-9.13164e+18,2016-02-04T04:29:11.671Z,No,No,90.89,98,3293,4.14351e+18,10.99,24,48
No,-9.13164e+18,2016-02-04T04:29:11.671Z,Yes,No,93.13,96,1790,1.7888e+18,9.98,96,120
Yes,-9.13164e+18,2016-02-04T04:29:11.671Z,Yes,Yes,103.71,0,0,1.20714e+18,0.0,0,0
No,-9.13164e+18,2016-02-04T04:29:11.671Z,Yes,No,110.64,91,10606,-1.17741e+18,5.0,24,48
No,-9.13164e+18,2016-02-04T04:29:11.671Z,Yes,No,122.9,88,8452,-6.63969e+18,13.94,96,120
No,-9.13164e+18,2016-02-04T04:29:11.671Z,Yes,No,130.26,96,41419,9.01243e+18,7.0,24,48
No,-9.13164e+18,2016-02-04T04:29:11.671Z,Yes,No,115.08,97,4513,6.22743e+17,27.15,144,240
No,-9.13164e+18,2016-02-04T04:29:11.671Z,Yes,No,163.83,96,1326,8.64876e+18,0.0,24,48
No,-9.13164e+18,2016-02-04T04:29:11.671Z,Yes,No,421.53,95,5535,-8.85218e+18,0.0,24,48
Yes,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,Yes,52.99,0,0,1.20714e+18,0.0,0,0
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,69.77,96,35264,6.79157e+18,0.0,96,120
No,-5.70146e+18,2016-02-04T04:30:06.510Z,No,No,59.2,98,3293,4.14351e+18,13.09,24,48
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,69.39,96,1790,1.7888e+18,9.98,96,120
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,71.94,96,1790,1.7888e+18,9.98,96,120
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,61.99,93,2521,-5.016e+18,26.18,24,48
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,77.19,95,4384,-2.57228e+18,12.12,24,48
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,86.17,91,10606,-1.17741e+18,5.0,24,48
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,67.6,88,8452,-6.63969e+18,26.66,96,120
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,95.94,91,3459,7.2357e+18,0.0,24,48
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,91.29,91,10606,-1.17741e+18,5.0,24,48
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,88.5,96,41419,9.01243e+18,8.0,24,48
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,93.56,91,10606,-1.17741e+18,5.0,24,48
No,-5.70146e+18,2016-02-04T04:30:06.510Z,No,No,87.72,98,3293,4.14351e+18,13.09,48,72
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,117.66,91,11930,-1.88814e+18,7.5,24,48
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,134.9,98,1446,1.16312e+18,0.0,24,48
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,120.61,92,51,8.99453e+18,17.12,144,240
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,155.99,96,1289,4.03963e+17,9.54,24,48
No,-5.70146e+18,2016-02-04T04:30:06.510Z,Yes,No,134.15,82,28,3.36938e+18,51.69,24,48
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,Yes,12.99,0,0,1.20714e+18,0.0,672,1008
Yes,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,14.4,96,35264,6.79157e+18,0.0,96,120
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,10.16,91,10606,-1.17741e+18,5.0,24,48
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,10.97,95,10182,7.10226e+18,5.05,96,120
No,-7.40504e+18,2016-02-04T04:30:05.605Z,No,No,7.87,98,3293,4.14351e+18,8.99,48,72
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,8.81,95,4384,-2.57228e+18,11.11,24,48
No,-7.40504e+18,2016-02-04T04:30:05.605Z,No,No,14.46,0,0,5.45431e+18,5.54,24,48
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,13.19,98,478,5.45208e+18,6.99,24,48
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,14.1,100,2,-9.09739e+18,6.18,24,48
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,7.57,97,217,-7.97012e+18,12.95,24,48
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,15.64,96,41419,9.01243e+18,6.0,24,48
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,17.17,91,10606,-1.17741e+18,5.0,24,48
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,23.85,100,4601,5.65722e+18,0.0,24,48
No,-7.40504e+18,2016-02-04T04:30:05.605Z,No,No,14.99,84,161,-3.12915e+18,8.99,24,48
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,8.99,94,337,2.76016e+18,14.99,24,48
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,14.28,88,8452,-6.63969e+18,9.9,24,48
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,13.09,98,105,-4.76323e+18,14.99,24,48
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,18.19,96,1790,1.7888e+18,9.98,96,120
No,-7.40504e+18,2016-02-04T04:30:05.605Z,No,No,39.77,71,7,-5.20359e+18,0.0,48,72
No,-7.40504e+18,2016-02-04T04:30:05.605Z,Yes,No,45.62,96,1289,4.03963e+17,9.54,24,48
Yes,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,Yes,40.98,0,0,1.20714e+18,0.0,0,0
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,50.59,95,10182,7.10226e+18,6.58,96,120
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,50.24,95,2283,8.11868e+18,10.42,144,240
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,62.85,96,35264,6.79157e+18,0.0,96,120
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,59.99,98,478,5.45208e+18,6.99,24,48
No,4.95568e+18,2016-02-04T04:30:07.525Z,No,No,51.15,98,3293,4.14351e+18,22.47,48,72
No,4.95568e+18,2016-02-04T04:30:07.525Z,No,No,77.27,71,7,-5.20359e+18,0.0,48,72
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,72.77,91,10606,-1.17741e+18,5.0,24,48
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,66.74,95,4384,-2.57228e+18,14.19,24,48
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,71.55,94,337,2.76016e+18,14.99,24,48
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,52.91,93,2521,-5.016e+18,37.65,24,48
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,76.09,98,105,-4.76323e+18,14.99,24,48
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,92.86,91,3459,7.2357e+18,0.0,24,48
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,84.15,96,41419,9.01243e+18,11.0,24,48
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,86.08,96,7090,-3.73508e+17,9.95,24,48
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,91.53,96,1790,1.7888e+18,9.98,96,120
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,111.97,91,10606,-1.17741e+18,5.0,24,48
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,112.52,91,10606,-1.17741e+18,5.0,24,48
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,114.17,91,10606,-1.17741e+18,5.0,24,48
No,4.95568e+18,2016-02-04T04:30:07.525Z,Yes,No,79.44,88,8452,-6.63969e+18,61.07,24,48
Yes,-5.92493e+18,2016-02-04T04:30:08.154Z,Yes,Yes,44.99,0,0,1.20714e+18,0.0,0,0
No,-5.92493e+18,2016-02-04T04:30:08.154Z,Yes,No,49.38,96,35264,6.79157e+18,0.0,96,120
No,-5.92493e+18,2016-02-04T04:30:08.154Z,No,No,43.32,98,3293,4.14351e+18,13.09,96,120
No,-5.92493e+18,2016-02-04T04:30:08.154Z,Yes,No,53.54,96,1790,1.7888e+18,9.98,96,120
No,-5.92493e+18,2016-02-04T04:30:08.154Z,Yes,No,55.45,96,1790,1.7888e+18,9.98,96,120
No,-5.92493e+18,2016-02-04T04:30:08.154Z,Yes,No,69.22,91,10606,-1.17741e+18,5.0,24,48
No,-5.92493e+18,2016-02-04T04:30:08.154Z,No,No,75.26,71,7,-5.20359e+18,0.0,48,72
No,-5.92493e+18,2016-02-04T04:30:08.154Z,Yes,No,64.57,96,41419,9.01243e+18,12.3,24,48
No,-5.92493e+18,2016-02-04T04:30:08.154Z,Yes,No,76.87,95,5535,-8.85218e+18,0.0,24,48
No,-5.92493e+18,2016-02-04T04:30:08.154Z,Yes,No,60.45,88,8452,-6.63969e+18,26.66,96,120
No,-5.92493e+18,2016-02-04T04:30:08.154Z,Yes,No,64.57,96,41419,9.01243e+18,24.3,24,48
No,-5.92493e+18,2016-02-04T04:30:08.154Z,Yes,No,92.74,99,79,-1.86921e+18,0.0,24,48
No,-5.92493e+18,2016-02-04T04:30:08.154Z,Yes,No,113.84,91,11930,-1.88814e+18,7.5,72,96
No,-5.92493e+18,2016-02-04T04:30:08.154Z,Yes,No,112.16,96,1289,4.03963e+17,9.54,24,48
No,-5.92493e+18,2016-02-04T04:30:08.154Z,Yes,No,126.45,96,1326,8.64876e+18,0.0,24,48
No,-5.92493e+18,2016-02-04T04:30:08.154Z,Yes,No,2999.0,95,4384,-2.57228e+18,12.12,24,48
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,7.46,96,35264,6.79157e+18,0.0,96,120
Yes,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,Yes,7.59,0,0,1.20714e+18,0.0,0,0
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,3.94,95,2283,8.11868e+18,8.07,144,240
No,6.99299e+18,2016-02-04T04:30:14.727Z,No,No,5.27,98,3293,4.14351e+18,7.99,48,72
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,9.76,95,10182,7.10226e+18,5.03,96,120
No,6.99299e+18,2016-02-04T04:30:14.727Z,No,No,10.17,0,0,5.45431e+18,5.54,24,48
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,7.41,95,4384,-2.57228e+18,11.08,24,48
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,19.98,95,4078,-1.78949e+18,0.0,48,72
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,15.24,96,41419,9.01243e+18,6.0,96,120
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,21.24,95,5535,-8.85218e+18,0.0,24,48
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,21.72,91,3459,7.2357e+18,0.0,24,48
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,12.94,96,1790,1.7888e+18,9.98,96,120
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,30.87,96,1326,8.64876e+18,0.0,24,48
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,31.39,96,1790,1.7888e+18,9.98,96,120
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,42.45,91,3459,7.2357e+18,0.0,24,48
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,36.9,96,1289,4.03963e+17,9.54,24,48
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,53.94,98,1446,1.16312e+18,0.0,24,48
No,6.99299e+18,2016-02-04T04:30:14.727Z,Yes,No,68.54,50,2,-7.08413e+18,7.08,24,48
No,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,Yes,107.98,0,0,1.20714e+18,0.0,672,1008
No,-5.45846e+18,2016-02-04T04:30:19.215Z,No,No,108.07,98,3293,4.14351e+18,28.38,48,72
No,-5.45846e+18,2016-02-04T04:30:19.215Z,No,No,123.59,92,1500,5.47794e+18,12.87,72,96
Yes,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,No,138.76,96,35264,6.79157e+18,0.0,96,120
No,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,No,101.38,93,2521,-5.016e+18,44.87,24,48
No,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,No,135.08,96,41419,9.01243e+18,12.0,24,48
No,-5.45846e+18,2016-02-04T04:30:19.215Z,No,No,147.08,99,79,-1.86921e+18,0.0,24,48
No,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,No,147.08,95,5535,-8.85218e+18,0.0,24,48
No,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,No,148.82,91,3459,7.2357e+18,0.0,24,48
No,-5.45846e+18,2016-02-04T04:30:19.215Z,No,No,149.29,96,1326,8.64876e+18,0.0,24,48
No,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,No,144.76,96,7090,-3.73508e+17,12.95,24,48
No,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,No,133.43,97,4513,6.22743e+17,30.98,144,240
No,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,No,168.38,91,10606,-1.17741e+18,5.0,24,48
No,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,No,169.95,91,10606,-1.17741e+18,5.0,24,48
No,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,No,176.93,91,10606,-1.17741e+18,5.0,24,48
No,-5.45846e+18,2016-02-04T04:30:19.215Z,No,No,169.99,92,51,8.99453e+18,20.5,144,240
No,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,No,198.25,96,1790,1.7888e+18,9.98,96,120
No,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,No,208.29,98,1446,1.16312e+18,0.0,24,48
No,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,No,200.3,96,1790,1.7888e+18,9.98,96,120
No,-5.45846e+18,2016-02-04T04:30:19.215Z,Yes,No,127.88,88,8452,-6.63969e+18,82.77,96,120
No,3.14761e+18,2016-02-04T04:30:23.908Z,Yes,Yes,85.98,0,0,1.20714e+18,0.0,672,1008
No,3.14761e+18,2016-02-04T04:30:23.908Z,No,No,78.99,84,161,-3.12915e+18,8.99,24,48
Yes,3.14761e+18,2016-02-04T04:30:23.908Z,Yes,No,90.7,100,4601,5.65722e+18,0.0,24,48
No,3.14761e+18,2016-02-04T04:30:23.908Z,No,No,101.07,71,7,-5.20359e+18,0.0,48,72
No,3.14761e+18,2016-02-04T04:30:23.908Z,Yes,No,86.05,95,4384,-2.57228e+18,15.86,24,48
No,3.14761e+18,2016-02-04T04:30:23.908Z,Yes,No,97.26,91,10606,-1.17741e+18,5.0,24,48
No,3.14761e+18,2016-02-04T04:30:23.908Z,Yes,No,102.62,96,35264,6.79157e+18,0.0,96,120
No,3.14761e+18,2016-02-04T04:30:23.908Z,No,No,79.79,98,3293,4.14351e+18,30.01,24,48
No,3.14761e+18,2016-02-04T04:30:23.908Z,No,No,105.97,0,0,3.01634e+18,5.54,504,720
No,3.14761e+18,2016-02-04T04:30:23.908Z,Yes,No,109.13,96,41419,9.01243e+18,13.0,24,48
No,3.14761e+18,2016-02-04T04:30:23.908Z,Yes,No,123.88,95,5535,-8.85218e+18,0.0,24,48
No,3.14761e+18,2016-02-04T04:30:23.908Z,No,No,126.3,99,79,-1.86921e+18,0.0,24,48
No,3.14761e+18,2016-02-04T04:30:23.908Z,Yes,No,79.84,93,2521,-5.016e+18,46.87,24,48
No,3.14761e+18,2016-02-04T04:30:23.908Z,No,No,148.21,96,1326,8.64876e+18,0.0,24,48
No,3.14761e+18,2016-02-04T04:30:23.908Z,No,No,142.64,0,0,8.47219e+18,6.98,96,120
No,3.14761e+18,2016-02-04T04:30:23.908Z,Yes,No,160.0,96,1790,1.7888e+18,9.98,96,120
No,3.14761e+18,2016-02-04T04:30:23.908Z,No,No,132.1,0,0,5.35314e+18,40.99,24,48
No,3.14761e+18,2016-02-04T04:30:23.908Z,No,No,159.9,92,51,8.99453e+18,20.86,144,240
No,3.14761e+18,2016-02-04T04:30:23.908Z,Yes,No,102.71,88,8452,-6.63969e+18,88.76,96,120
No,3.14761e+18,2016-02-04T04:30:23.908Z,No,No,188.25,0,0,-9.13612e+18,5.54,96,120
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,268.94,94,337,8.58667e+18,0.0,96,120
Yes,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,Yes,269.99,0,0,1.20714e+18,0.0,0,0
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,323.26,91,3459,7.2357e+18,0.0,24,48
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,319.96,96,1790,1.7888e+18,9.98,96,120
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,324.86,96,1790,1.7888e+18,9.98,96,120
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,325.34,88,8452,-6.63969e+18,12.44,96,120
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,350.28,91,3459,7.2357e+18,0.0,24,48
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,339.19,95,4384,-2.57228e+18,11.26,24,48
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,359.95,96,41419,9.01243e+18,6.0,24,48
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,366.49,91,10606,-1.17741e+18,5.0,24,48
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,368.08,91,10606,-1.17741e+18,5.0,24,48
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,375.37,96,35264,6.79157e+18,0.0,96,120
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,363.79,98,105,-4.76323e+18,14.99,24,48
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,364.56,94,337,2.76016e+18,14.99,24,48
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,376.54,91,10606,-1.17741e+18,5.0,24,48
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,438.41,98,1446,1.16312e+18,0.0,24,48
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,548.33,91,11930,-1.88814e+18,7.5,24,48
No,-7.18326e+18,2016-02-04T04:30:23.567Z,Yes,No,580.91,82,28,3.36938e+18,50.4,24,48
Yes,-6.47219e+18,2016-02-04T04:30:28.949Z,Yes,No,33.84,96,35264,6.79157e+18,0.0,96,120
No,-6.47219e+18,2016-02-04T04:30:28.949Z,Yes,No,35.06,95,4078,-1.78949e+18,0.0,48,72
No,-6.47219e+18,2016-02-04T04:30:28.949Z,No,No,28.32,98,478,5.45208e+18,6.99,24,48
No,-6.47219e+18,2016-02-04T04:30:28.949Z,Yes,No,29.26,95,2283,8.11868e+18,9.09,144,240
No,-6.47219e+18,2016-02-04T04:30:28.949Z,Yes,No,26.05,95,4384,-2.57228e+18,12.43,24,48
No,-6.47219e+18,2016-02-04T04:30:28.949Z,No,No,24.94,98,3293,4.14351e+18,14.51,24,48
No,-6.47219e+18,2016-02-04T04:30:28.949Z,No,No,37.7,93,629,8.71583e+18,4.35,72,96
No,-6.47219e+18,2016-02-04T04:30:28.949Z,Yes,No,37.65,88,1040,-6.67752e+18,7.95,96,120
